timestamp,equity,peak_equity,drawdown_pct,symbol,side,entry_price,mark_price,pnl_percent,dca_count,last_dca_price,entry_time
2026-02-07 17:16:22.557206,85.73755852,100.92098291,15.04,ACTUSDT,LONG,0.0153541502683,0.01542049,0.4320638429400014,0,,
2026-02-07 17:16:22.557206,85.73755852,100.92098291,15.04,FARTCOINUSDT,SHORT,0.1921,0.1931116,-0.5266007287870909,0,0.192,2026-02-07T16:57:08.783277
2026-02-07 17:18:00.039918,85.73390092,100.92098291,15.05,ACTUSDT,LONG,0.0153541502683,0.01542049,0.4320638429400014,0,,
2026-02-07 17:18:00.039918,85.73390092,100.92098291,15.05,FARTCOINUSDT,SHORT,0.1921,0.1931116,-0.5266007287870909,0,,
2026-02-07 17:18:00.299368,85.73390092,100.92098291,15.05,ACTUSDT,LONG,0.0153541502683,0.01542049,0.4320638429400014,0,,
2026-02-07 17:18:00.299368,85.73390092,100.92098291,15.05,FARTCOINUSDT,SHORT,0.1921,0.1931116,-0.5266007287870909,0,,
2026-02-07 17:28:47.670825,85.67611229,100.92098291,15.11,ACTUSDT,LONG,0.01543,0.01544,0.0648088139987124,0,,
2026-02-07 17:28:51.772555,85.66359581,100.92098291,15.12,ACTUSDT,LONG,0.01543,0.01544,0.0648088139987124,0,,
2026-02-07 17:39:41.133854,85.6274828,100.92098291,15.15,SPXUSDT,LONG,0.2849,0.28459979,-0.1053738153738039,0,,
2026-02-07 17:39:49.017154,85.60463232,100.92098291,15.18,SPXUSDT,LONG,0.2849,0.28459979,-0.1053738153738039,0,,
2026-02-07 17:44:49.294380,85.59388258,100.92098291,15.19,ACTUSDT,SHORT,0.01531,0.01531189,-0.0123448726322611,0,0.01532,2026-02-07T17:35:08.938293
2026-02-07 17:44:49.294380,85.59388258,100.92098291,15.19,GOATUSDT,LONG,0.02219,0.02218,-0.0450653447499011,0,,
2026-02-07 17:44:49.731322,85.59370873,100.92098291,15.19,ACTUSDT,SHORT,0.01531,0.01531189,-0.0123448726322611,0,0.01532,2026-02-07T17:35:08.938293
2026-02-07 17:44:49.731322,85.59370873,100.92098291,15.19,GOATUSDT,LONG,0.02219,0.02218,-0.0450653447499011,0,,
2026-02-07 17:49:05.066997,85.62890143,100.92098291,15.15,ACTUSDT,SHORT,0.01531,0.01532366,-0.0892227302416634,0,,
2026-02-07 17:49:12.873808,85.61491213,100.92098291,15.17,ACTUSDT,SHORT,0.01531,0.01532366,-0.0892227302416634,0,,
2026-02-07 18:04:43.237345,85.75356144,100.92098291,15.03,GOATUSDT,LONG,0.02224,0.02228192,0.1884892086330973,0,,
2026-02-07 18:04:43.237345,85.75356144,100.92098291,15.03,BRETTUSDT,LONG,0.00764,0.00765,0.1308900523560156,0,0.00764,2026-02-07T18:00:08.947486
2026-02-07 17:16:22.557206,85.73755852,100.92098291,15.04,ACTUSDT,LONG,0.0153541502683,0.01542049,0.4320638429400014,0,,
2026-02-07 17:16:22.557206,85.73755852,100.92098291,15.04,FARTCOINUSDT,SHORT,0.1921,0.1931116,-0.5266007287870909,0,0.192,2026-02-07T16:57:08.783277
2026-02-07 17:18:00.039918,85.73390092,100.92098291,15.05,ACTUSDT,LONG,0.0153541502683,0.01542049,0.4320638429400014,0,,
2026-02-07 17:18:00.039918,85.73390092,100.92098291,15.05,FARTCOINUSDT,SHORT,0.1921,0.1931116,-0.5266007287870909,0,,
2026-02-07 17:18:00.299368,85.73390092,100.92098291,15.05,ACTUSDT,LONG,0.0153541502683,0.01542049,0.4320638429400014,0,,
2026-02-07 17:18:00.299368,85.73390092,100.92098291,15.05,FARTCOINUSDT,SHORT,0.1921,0.1931116,-0.5266007287870909,0,,
2026-02-07 17:28:47.670825,85.67611229,100.92098291,15.11,ACTUSDT,LONG,0.01543,0.01544,0.0648088139987124,0,,
2026-02-07 17:28:51.772555,85.66359581,100.92098291,15.12,ACTUSDT,LONG,0.01543,0.01544,0.0648088139987124,0,,
2026-02-07 17:39:41.133854,85.6274828,100.92098291,15.15,SPXUSDT,LONG,0.2849,0.28459979,-0.1053738153738039,0,,
2026-02-07 17:39:49.017154,85.60463232,100.92098291,15.18,SPXUSDT,LONG,0.2849,0.28459979,-0.1053738153738039,0,,
2026-02-07 17:44:49.294380,85.59388258,100.92098291,15.19,ACTUSDT,SHORT,0.01531,0.01531189,-0.0123448726322611,0,0.01532,2026-02-07T17:35:08.938293
2026-02-07 17:44:49.294380,85.59388258,100.92098291,15.19,GOATUSDT,LONG,0.02219,0.02218,-0.0450653447499011,0,,
2026-02-07 17:44:49.731322,85.59370873,100.92098291,15.19,ACTUSDT,SHORT,0.01531,0.01531189,-0.0123448726322611,0,0.01532,2026-02-07T17:35:08.938293
2026-02-07 17:44:49.731322,85.59370873,100.92098291,15.19,GOATUSDT,LONG,0.02219,0.02218,-0.0450653447499011,0,,
2026-02-07 17:49:05.066997,85.62890143,100.92098291,15.15,ACTUSDT,SHORT,0.01531,0.01532366,-0.0892227302416634,0,,
2026-02-07 17:49:12.873808,85.61491213,100.92098291,15.17,ACTUSDT,SHORT,0.01531,0.01532366,-0.0892227302416634,0,,
2026-02-07 18:04:43.237345,85.75356144,100.92098291,15.03,GOATUSDT,LONG,0.02224,0.02228192,0.1884892086330973,0,,
2026-02-07 18:04:43.237345,85.75356144,100.92098291,15.03,BRETTUSDT,LONG,0.00764,0.00765,0.1308900523560156,0,0.00764,2026-02-07T18:00:08.947486
2026-02-07 18:04:43.626865,85.75399215,100.92098291,15.03,GOATUSDT,LONG,0.02224,0.02228192,0.1884892086330973,0,,
2026-02-07 18:04:43.626865,85.75399215,100.92098291,15.03,BRETTUSDT,LONG,0.00764,0.00765,0.1308900523560156,0,0.00764,2026-02-07T18:00:08.947486
